method,n_scenes,lpips,dists,fid,psnr,ssim,size_mb_mean,size_mb_total
2dgs_textured,9,0.3522129284868735,0.14114363681078906,71.51389988547251,25.39092894942813,0.7286969024608989,49.19888888888889,442.79
2dgs_textured_crn_wd,9,0.30073215516891216,0.06920415944557336,28.687093371927947,22.478107436942008,0.5428914252190962,49.205972888888894,442.85375600000003
