method,group,fid_mean,cmmd_mean,n_scenes
perceptual,all9,6.948978086197507,0.5534092585245768,9
perceptual,indoor,6.212486815705628,0.5425512790679932,4
perceptual,outdoor,7.5381711025910105,0.5620956420898438,5
perceptual_3dcr,all9,4.271956863760326,0.3508329391479492,9
perceptual_3dcr,indoor,3.2535051555823244,0.3160536289215088,4
perceptual_3dcr,outdoor,5.0867182303027265,0.37865638732910156,5
